ticker,epochs_trained,train_r2,train_rmse,train_mae,train_dir_acc,val_r2,val_rmse,val_mae,val_dir_acc,test_r2,test_rmse,test_mae,test_dir_acc,final_train_loss,final_val_loss,best_val_loss,training_time_sec,latest_date,forecast_return
LII,25,0.8434524650065678,0.03104405326821365,0.023663650039563194,88.72352604464797,-0.016779202137745308,0.0510460024568141,0.041845793036013774,63.76146788990825,-0.772202719167774,0.0986824324126188,0.08049815787434733,43.83561643835616,0.14074106514453888,0.6484405994415283,0.5274351239204407,29.760446310043335,2026-01-16,-1.8581212
SPGI,22,0.7492343690299077,0.03660309664854525,0.026014101870499854,89.23253150057275,0.005882516808103144,0.04340616926058021,0.03507319795372831,71.10091743119266,-0.4034662095661572,0.07564050932358936,0.06087271828707691,43.37899543378995,0.14279070496559143,0.7211804389953613,0.5435513257980347,24.120964288711548,2026-01-16,4.6485066
PANW,17,0.29905523863214256,0.09458367275288997,0.06779410568187647,74.58500286204924,-0.13392179666398873,0.07526595482864996,0.059966288520971585,69.72477064220183,-0.25918461011035165,0.10074610888170595,0.08040345728585295,43.37899543378995,0.19124728441238403,1.001359462738037,0.6773196458816528,19.53311562538147,2026-01-16,7.756996
SNOW,30,0.9102745853607412,0.04786918231586075,0.03630745637973732,89.64241676942046,0.2996178544098529,0.11347875979757573,0.10269471181075186,72.27722772277228,-0.8955289189690554,0.15205185505265625,0.123876409563197,43.13725490196079,0.1209786981344223,0.5686739683151245,0.4041840136051178,18.046828508377075,2026-01-16,-3.8057506
MET,21,0.720200363392195,0.049139116188721174,0.03242819257595234,82.4742268041237,-0.06991671989978787,0.05295509814146778,0.04263281722948194,55.04587155963303,-0.33993872472885633,0.06635286015098879,0.05419268810779272,43.11926605504588,0.15475042164325714,0.6837775111198425,0.568038284778595,45.65631866455078,2026-01-16,4.6999574
FDS,25,0.8812366825074397,0.023272408252434543,0.0177439979140388,90.6643757159221,-0.40899483401772874,0.060471710083775686,0.04957542288375546,52.53456221198156,-0.9216169781888266,0.130410993680338,0.10432784783153097,42.922374429223744,0.11501465737819672,0.7966281175613403,0.6887414455413818,30.804633617401123,2026-01-16,14.755607
DT,18,0.5154607833716736,0.07523329082746001,0.05661224145621105,78.42003853564547,-0.09501794198070534,0.1384281782465014,0.11422324104251386,61.240310077519375,-3.412430462619307,0.10575650396296138,0.07897020195986106,42.74809160305343,0.15088780224323273,1.0820214748382568,0.9812208414077759,12.968399286270142,2026-01-16,10.852218
IBM,18,0.4334680192601401,0.05442239511598661,0.04214067863965091,66.72394043528064,-0.17968973587424308,0.08602050023433237,0.07373598938254228,56.42201834862385,-0.006444536244184063,0.08292904912592725,0.06588903206768636,42.465753424657535,0.1939759999513626,1.2011269330978394,1.0145657062530518,37.02310490608215,2026-01-16,-1.7414868
ADBE,16,0.29988530614185915,0.07837017113355481,0.0572145910496371,72.45131729667811,-0.29030550055152937,0.11113868701268514,0.09049938611379153,44.4954128440367,-1.0058714472411516,0.12250050985586514,0.10313969328607964,42.465753424657535,0.1617564857006073,1.047012209892273,0.87184739112854,13.539829015731812,2026-01-16,-0.6563723
ISRG,21,0.7514208140126414,0.046571144307853744,0.035471441549431805,86.31940469376073,-0.8269936392317712,0.06334508302702191,0.04614267246784955,63.30275229357798,-1.092351842786881,0.1500813035513569,0.12121504942719014,42.465753424657535,0.14197546243667603,0.6450472474098206,0.49057596921920776,16.248342990875244,2026-01-16,1.5939236
